,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,genres1
1015019,tt7502056,tvEpisode,El congelador,El congelador,0,2018,50,Comedy,7.1,14,Comedy
823125,tt3832964,tvEpisode,May the Best Man Win,May the Best Man Win,0,2014,10,"Action,Adventure,Drama",7.4,48,Action
580438,tt1401580,movie,Ditching,Ditching,0,2009,78,"Drama,Fantasy",6.6,8,Drama
724120,tt2347411,movie,Koch Brothers Exposed,Koch Brothers Exposed,0,2012,56,Documentary,6.7,354,Documentary
117052,tt0176797,movie,Aloa: Festivity of the Whores,Haloa - praznik kurvi,0,1988,120,Drama,6.1,192,Drama
693621,tt2111258,video,African Tales,African Tales,0,2009,64,"Action,Adventure,Animation",6.6,13,Action
723310,tt2339739,tvMovie,The Wishing Tree,The Wishing Tree,0,2012,86,Family,6.2,546,Family
162793,tt0275483,tvSpecial,M2M and BBMak in Concert,M2M and BBMak in Concert,0,2000,60,"Documentary,Music",8.7,25,Documentary
812743,tt3667224,tvEpisode,Wonder Horse,Wonder Horse,0,2014,44,"Documentary,Reality-TV",9.0,7,Documentary
961284,tt6319808,tvEpisode,Episode #3.4,Episode #3.4,0,2017,29,Comedy,6.9,27,Comedy
651705,tt1805704,tvEpisode,Wouldn't It Be Nice (If We Were Human),Wouldn't It Be Nice (If We Were Human),0,2011,45,"Drama,Fantasy,Horror",7.6,235,Drama
712863,tt2256715,short,Kin,Kin,0,2012,15,"Drama,Short",7.1,14,Drama
1041054,tt8146754,tvSeries,Infinity Train,Infinity Train,0,2019,11,"Action,Adventure,Animation",8.4,3051,Action
1032257,tt7911054,tvEpisode,"Simona Quiere Retener a ""su Romeo""","Simona Quiere Retener a ""su Romeo""",0,2018,46,"Comedy,Drama,Music",6.6,14,Comedy
551335,tt1287791,tvEpisode,Eliza Unplugged,Eliza Unplugged,0,2004,23,"Adventure,Animation,Comedy",7.9,17,Adventure
292365,tt0577280,tvEpisode,Architect's Apprentice,Architect's Apprentice,0,1987,24,"Comedy,Family",6.7,51,Comedy
415804,tt0914891,tvEpisode,Episode #1.1227,Episode #1.1227,0,1971,22,"Drama,Fantasy,Horror",7.5,8,Drama
814243,tt3688136,tvEpisode,The Admiral's Daughter,The Admiral's Daughter,0,2014,43,"Action,Crime,Drama",8.0,502,Action
760892,tt2845146,tvEpisode,Episode #4.24,Episode #4.24,0,2013,44,"Family,Reality-TV",6.8,46,Family
367873,tt0758600,tvMovie,Itse valtiaat - Agenttimusikaali,Itse valtiaat - Agenttimusikaali,0,2005,45,"Animation,Comedy,Musical",7.5,35,Animation
910719,tt5445404,tvEpisode,Can't Help-Ing,Can't Help-Ing,0,2015,76,"Comedy,Drama,Family",8.2,44,Comedy
333089,tt0673683,tvEpisode,The Most Deadly Angel,The Most Deadly Angel,0,1961,30,"Action,Crime,Drama",7.3,40,Action
806578,tt3573800,tvEpisode,Grandma vs. Grandma,Grandma vs. Grandma,0,2014,42,Reality-TV,8.9,16,Reality-TV
285438,tt0562587,tvEpisode,Tým,Tým,0,1989,51,"Crime,History",7.8,6,Crime
40785,tt0063118,movie,I Want You!,I Want You!,1,1969,59,Drama,5.4,10,Drama
228739,tt0425501,tvShort,Sylvan in Paradise,Sylvan in Paradise,0,1986,30,"Comedy,Short",3.4,10,Comedy
795974,tt3416742,movie,What We Do in the Shadows,What We Do in the Shadows,0,2014,86,"Comedy,Horror",7.7,154936,Comedy
267665,tt0521381,tvEpisode,With Colin Quinn,With Colin Quinn,0,1992,24,Comedy,8.0,52,Comedy
924036,tt5669170,short,The Tale About the Priest and His Worker Balda,Skazka o pope i o rabotnike ego Balde,0,1956,25,"Animation,Short",6.3,12,Animation
928420,tt5752356,video,Deadly Pickup,Deadly Pickup,0,2016,81,Thriller,3.3,196,Thriller
553569,tt1294852,tvEpisode,Unacceptable Risk,Unacceptable Risk,0,2008,44,"Action,Crime,Drama",8.1,19,Action
1055168,tt8530836,movie,"Maadathy, an Unfairy Tale","Maadathy, an Unfairy Tale",0,2019,90,"Drama,Mystery",6.9,35,Drama
27130,tt0047205,movie,Make Haste to Live,Make Haste to Live,0,1954,90,"Drama,Film-Noir,Thriller",6.0,217,Drama
434751,tt0995354,tvEpisode,Kawaii kao ni ha kanarazu nani ka ga kakureteru,Kawaii kao ni ha kanarazu nani ka ga kakureteru,0,2006,24,"Action,Animation,Comedy",7.6,76,Action
724189,tt2348414,tvEpisode,Knockout,Knockout,0,2011,21,Reality-TV,8.6,7,Reality-TV
527927,tt1217712,tvEpisode,Episode dated 11 May 1971,Episode dated 11 May 1971,0,1971,90,"Music,Talk-Show",7.4,5,Music
191339,tt0337170,movie,Selingkuh,Selingkuh,0,1996,71,"Drama,Romance",6.4,7,Drama
1087891,tt9541202,tvEpisode,Verraad,Verraad,0,2019,48,"Biography,Crime,Drama",7.2,31,Biography
458242,tt10488234,tvSeries,Don't Look Deeper,Don't Look Deeper,0,2020,8,"Drama,Sci-Fi",5.9,474,Drama
947389,tt6075410,tvEpisode,Six-Chair Challenge 1,Six-Chair Challenge 1,0,2016,81,"Music,Reality-TV",5.3,15,Music
907364,tt5352898,movie,Bastu Shaap,Bastu Shaap,0,2016,129,Drama,6.6,451,Drama
710534,tt2237043,tvEpisode,Giant Ogre of the Forbidden Tower,Giant Ogre of the Forbidden Tower,0,2002,25,"Action,Adventure,Animation",7.2,48,Action
3913,tt0014866,movie,Empty Hands,Empty Hands,0,1924,70,"Drama,Romance",5.3,11,Drama
134300,tt0211762,short,The Bewitched Boy,Zakoldovannyy malchik,0,1955,44,"Animation,Family,Short",7.9,340,Animation
787173,tt3277014,tvEpisode,Follow the Leader,Follow the Leader,0,2013,23,"Action,Adventure,Animation",8.4,97,Action
37714,tt0059485,movie,Murder in Mississippi,Murder in Mississippi,0,1965,84,"Crime,Drama",5.4,128,Crime
985596,tt6833746,video,"Jennifer Lopez Feat. Ja Rule: Ain't It Funny, Remix","Jennifer Lopez Feat. Ja Rule: Ain't It Funny, Remix",0,2002,4,"Music,Short",7.0,80,Music
860850,tt4519282,tvEpisode,I'm Thinking of You All the While,I'm Thinking of You All the While,0,2015,42,"Drama,Fantasy,Horror",8.9,1506,Drama
586932,tt1439572,movie,Perfect Sense,Perfect Sense,0,2011,92,"Drama,Romance,Sci-Fi",7.1,55656,Drama
722859,tt2336824,short,Salinas,Salinas,0,1960,10,"Documentary,Short",6.8,12,Documentary
714854,tt2273227,movie,Family Meals,Nije ti zivot pjesma Havaja,0,2011,50,"Biography,Documentary",8.3,82,Biography
226600,tt0420449,tvSeries,Her Own Destiny,Senhora do Destino,0,2004,50,"Comedy,Drama,Romance",7.7,644,Comedy
89741,tt0121281,movie,Fiesta en el corazón,Fiesta en el corazón,0,1958,94,"Comedy,Musical,Romance",6.6,7,Comedy
1058268,tt8637896,tvSeries,Smiling Pasta,Smiling Pasta,0,2006,45,"Comedy,Romance",6.3,26,Comedy
763772,tt2904554,tvEpisode,Ground Zero Supertower,Ground Zero Supertower,0,2013,53,Documentary,7.0,153,Documentary
299558,tt0593988,tvEpisode,Arizona Midnight,Arizona Midnight,0,1973,60,Western,7.1,83,Western
514807,tt1182345,movie,Moon,Moon,0,2009,97,"Drama,Mystery,Sci-Fi",7.9,332707,Drama
799051,tt3465450,short,Podarok,Podarok,0,2010,9,"Animation,Short",6.2,10,Animation
572134,tt1357398,short,Feedback Loop,Feedback Loop,0,2008,2,"Action,Short",7.7,6,Action
301451,tt0597330,tvEpisode,Bird Girl of Guantanamole,Bird Girl of Guantanamole,0,2005,11,"Animation,Comedy,Sci-Fi",7.8,55,Animation
500372,tt1144664,tvEpisode,Det står i stjernerne,Det står i stjernerne,0,1972,31,"Comedy,Family",6.4,5,Comedy
132128,tt0207001,short,Nocturnal Butterflies,Papillons de nuit,0,1997,8,Short,6.7,186,Short
631653,tt1688550,tvEpisode,The Gone Fishin' Job,The Gone Fishin' Job,0,2010,43,"Crime,Mystery,Thriller",8.4,459,Crime
364435,tt0748937,tvEpisode,The Trap,The Trap,0,1959,25,"Adventure,Family",7.3,7,Adventure
852058,tt4364356,tvEpisode,Karma,Karma,0,2015,43,"Action,Crime,Drama",8.6,1974,Action
886875,tt5021108,tvEpisode,Crossing the Snow Mountains! Mammoo and Yukinooh!,Crossing the Snow Mountains! Mammoo and Yukinooh!,0,2015,21,"Action,Adventure,Animation",6.8,36,Action
385398,tt0813119,tvEpisode,The Tick vs. Arthur's Bank Account,The Tick vs. Arthur's Bank Account,0,1995,21,"Action,Adventure,Animation",8.6,59,Action
98271,tt0138368,movie,Les clandestines,Les clandestines,0,1954,92,"Crime,Drama",5.8,14,Crime
593178,tt1474673,tvEpisode,Episode #4.4,Episode #4.4,0,2009,60,"Comedy,Drama",6.8,19,Comedy
79373,tt0108417,movie,"Two Brothers, a Girl and a Gun","Two Brothers, a Girl and a Gun",0,1993,93,"Comedy,Western",6.1,37,Comedy
767326,tt2955854,tvSpecial,Les Dawson: An Audience with That Never Was,Les Dawson: An Audience with That Never Was,0,2013,60,"Comedy,Documentary",6.6,8,Comedy
74491,tt0102487,movie,Il muro di gomma,Il muro di gomma,0,1991,120,Drama,7.2,354,Drama
894295,tt5144236,movie,Glass,Glass,0,2015,77,"Crime,Horror,Mystery",3.4,39,Crime
633454,tt1699225,tvMovie,Beyond the Blackboard,Beyond the Blackboard,0,2011,95,"Drama,Family",7.7,2029,Drama
288257,tt0568115,tvEpisode,The Gift,The Gift,0,1994,60,"Drama,Romance",7.9,373,Drama
663168,tt1874933,tvEpisode,Detective Comics #27,Detective Comics #27,0,2010,18,"Comedy,Sci-Fi",8.1,7,Comedy
949902,tt6115494,tvEpisode,Nashville,Nashville,0,2016,42,"Adventure,Documentary",8.5,77,Adventure
719408,tt2310850,short,The Scariest Monster,The Scariest Monster,0,2012,14,"Adventure,Drama,Family",7.2,5,Adventure
1000047,tt7142346,tvEpisode,Das Pubertier geht fremd,Das Pubertier geht fremd,0,2017,44,Family,4.5,6,Family
343697,tt0697092,tvEpisode,The Murrow Disappearance,The Murrow Disappearance,0,1972,60,Adventure,7.6,16,Adventure
474829,tt1087896,movie,Vampire Party,Les dents de la nuit,0,2008,85,"Comedy,Horror",5.3,554,Comedy
540591,tt12552310,tvSeries,Em Nome de Deus,Em Nome de Deus,0,2020,60,Documentary,8.6,72,Documentary
701235,tt2168710,tvEpisode,Edo Tensei no himitsu,Edo Tensei no himitsu,0,2012,23,"Action,Adventure,Animation",7.7,179,Action
425199,tt0954675,tvEpisode,Drunken Pilots,Drunken Pilots,0,2001,23,"Comedy,Talk-Show",7.8,6,Comedy
578577,tt1390840,movie,Walkaway,Walkaway,0,2010,97,"Comedy,Drama",6.4,797,Comedy
680821,tt2016071,tvEpisode,A Pinch of Salt Lake City,A Pinch of Salt Lake City,0,2011,42,"Game-Show,Reality-TV",8.4,9,Game-Show
617235,tt1604108,video,Dangerous Games,Dangerous Games,1,1995,74,Adult,7.8,5,Adult
156388,tt0261690,movie,Feliz Ano Velho,Feliz Ano Velho,0,1987,111,Drama,6.3,178,Drama
784027,tt3230490,tvEpisode,Who Let the Dogs Out?,Who Let the Dogs Out?,0,2013,21,"Action,Crime,Reality-TV",6.2,13,Action
1074071,tt9079088,tvEpisode,Tigtone and the Wine Crisis,Tigtone and the Wine Crisis,0,2019,11,"Action,Adventure,Animation",8.4,9,Action
315235,tt0631552,tvEpisode,The Proud and the Angry,The Proud and the Angry,0,1963,60,Drama,8.5,19,Drama
769335,tt2988554,tvEpisode,Episode #1.5762,Episode #1.5762,0,2013,28,"Drama,Romance",8.3,6,Drama
1077709,tt9177124,tvEpisode,SMG4: High School Mario,SMG4: High School Mario,0,2017,11,"Adventure,Animation,Comedy",8.1,14,Adventure
638830,tt1728446,tvEpisode,King of the Beasts/Cat Can Do,King of the Beasts/Cat Can Do,0,1984,23,"Adventure,Animation,Comedy",6.3,7,Adventure
920482,tt5608936,tvEpisode,Angela's Critic,Angela's Critic,0,2016,11,"Adventure,Animation,Comedy",8.0,8,Adventure
313262,tt0626016,tvEpisode,Support Your Local Skydiver,Support Your Local Skydiver,0,1998,29,Comedy,7.0,26,Comedy
1044153,tt8230642,short,Aspire to the Sky: The Wilshire Grand Story,Aspire to the Sky: The Wilshire Grand Story,0,2017,37,"Documentary,Short",6.6,7,Documentary
972729,tt6551244,movie,Suryavamsam,Suryavamsam,0,1997,156,"Comedy,Drama,Family",7.4,172,Comedy
174179,tt0297414,movie,Summertime,Sseommeotaim,0,2001,104,"Drama,Thriller",5.3,263,Drama
753955,tt2727264,short,Guardian Elf,Guardian Elf,0,2013,18,"Comedy,Short",6.4,5,Comedy
509013,tt1168678,tvEpisode,Tödliches Licht,Tödliches Licht,0,2008,44,"Comedy,Crime",7.2,5,Comedy
252389,tt0484974,video,The Educational Archives: More Sex & Drugs,The Educational Archives: More Sex & Drugs,0,2003,185,Documentary,6.9,16,Documentary
682697,tt2035225,tvEpisode,Decisive Don Battle! Satoshi VS Iris!!,Decisive Don Battle! Satoshi VS Iris!!,0,2011,22,"Action,Adventure,Animation",5.5,41,Action
18172,tt0036181,movie,Murder on the Waterfront,Murder on the Waterfront,0,1943,51,"Drama,Mystery",5.0,51,Drama
366346,tt0754255,tvEpisode,Living Is a Lonesome Thing,Living Is a Lonesome Thing,0,1959,30,Western,7.6,13,Western
939066,tt5930888,short,A Trip to the Desert,A Trip to the Desert,0,2016,12,"Adventure,Drama,Short",5.5,19,Adventure
686094,tt2062659,movie,The Sun Beaten Path,Dbus lam gyi nyi ma,0,2011,89,Drama,6.9,27,Drama
454580,tt1041417,tvEpisode,Rampage,Rampage,0,1987,22,"Action,Animation,Family",7.4,9,Action
617073,tt1603322,short,La ventaja del Sicario,La ventaja del Sicario,0,2010,8,"Crime,Drama,Short",9.3,7,Crime
838306,tt4118326,tvEpisode,SPARF-A-Rooney,SPARF-A-Rooney,0,2015,24,"Comedy,Drama,Family",8.0,55,Comedy
473069,tt1083387,tvEpisode,"It's a Fierce, White-Hot, Mighty Love","It's a Fierce, White-Hot, Mighty Love",0,2008,44,"Drama,Fantasy",8.3,47,Drama
976987,tt6657210,short,Over De Brug,Over De Brug,0,2017,2,"Comedy,Romance,Short",7.8,9,Comedy
916410,tt5540164,tvMovie,Pogledi: Kako ste vi to zamislili,Pogledi: Kako ste vi to zamislili,0,2016,45,Documentary,9.6,32,Documentary
895264,tt5161058,movie,"Gulyay, Vasya!","Gulyay, Vasya!",0,2017,96,Comedy,6.5,1141,Comedy
22668,tt0041770,movie,Project X,Project X,0,1949,60,"Action,Adventure,Drama",5.7,9,Action
547237,tt12762898,short,Who Are You?,Who Are You?,0,2019,13,"Animation,Short",6.9,10,Animation
574728,tt1371081,movie,Long Shot: The Kevin Laue Story,Long Shot: The Kevin Laue Story,0,2012,93,"Documentary,Drama",7.5,27,Documentary
729494,tt2384599,tvEpisode,Will Ferrell/Usher,Will Ferrell/Usher,0,2012,90,"Comedy,Music",7.7,135,Comedy
699681,tt2156812,short,inSecurity,inSecurity,0,2012,6,"Comedy,Short",8.5,6,Comedy
332459,tt0672478,tvEpisode,Mark Makes a Friend,Mark Makes a Friend,0,2003,24,Comedy,8.1,592,Comedy
698321,tt2146875,tvEpisode,"Snuffy's Invisible, Part 1","Snuffy's Invisible, Part 1",0,2004,56,"Adventure,Animation,Comedy",8.1,8,Adventure
1056746,tt8581064,tvEpisode,Would You Wrather Build a Sled?,Would You Wrather Build a Sled?,0,2018,22,"Adventure,Comedy,Family",8.2,20,Adventure
267105,tt0519695,tvEpisode,Joker's Millions,Joker's Millions,0,1998,22,"Action,Adventure,Animation",8.2,448,Action
452210,tt10362704,short,All Done by Electricity,All Done by Electricity,0,1968,8,Short,6.5,13,Short
430865,tt0977898,tvEpisode,Junior's Dream Bike 1,Junior's Dream Bike 1,0,2005,44,"Reality-TV,Sport",5.7,7,Reality-TV
924899,tt5687486,tvEpisode,Saved by the Sky,Saved by the Sky,0,2016,40,Reality-TV,9.3,7,Reality-TV
558551,tt13092088,tvEpisode,Fairies Wear Boots,Fairies Wear Boots,0,2020,42,Mystery,5.2,5,Mystery
436949,tt1002449,video,Hercules & Xena: Wizards of the Screen,Hercules & Xena: Wizards of the Screen,0,1997,6,"Action,Short",7.8,116,Action
197658,tt0353971,movie,The Milky Way,Samanyolu,0,1959,98,"Drama,Romance",6.8,18,Drama
338926,tt0685851,tvEpisode,Blind Date,Blind Date,0,1978,25,Comedy,7.7,22,Comedy
572195,tt1357924,tvEpisode,All That Glitters Is Not Golden!,All That Glitters Is Not Golden!,0,2006,22,"Action,Adventure,Animation",6.5,55,Action
911058,tt5450802,tvEpisode,5 Deadly Sins,5 Deadly Sins,0,2016,41,"Crime,Drama,Mystery",7.0,133,Crime
298948,tt0592792,tvEpisode,The Saucer Season,The Saucer Season,0,1967,26,"Comedy,Family",7.6,64,Comedy
680400,tt2013293,movie,The Wind Rises,Kaze tachinu,0,2013,126,"Animation,Biography,Drama",7.8,72050,Animation
1036092,tt8009334,tvEpisode,Close Calls,Close Calls,0,2018,40,"Crime,Drama,Mystery",7.9,198,Crime
636549,tt1717381,tvEpisode,Moments of Truth,Moments of Truth,0,2010,43,"Comedy,Drama,Family",8.3,12,Comedy
252581,tt0485491,short,This Is Streisand,This Is Streisand,0,1968,5,"Documentary,Short",7.1,25,Documentary
703935,tt2187248,movie,Thanga Meengal,Thanga Meengal,0,2013,140,Drama,7.9,820,Drama
43873,tt0066730,movie,10 Rillington Place,10 Rillington Place,0,1971,111,"Biography,Crime,Drama",7.6,7474,Biography
959802,tt6287832,tvSeries,GTS Wrestling,GTS Wrestling,0,2015,20,Action,7.7,12,Action
921398,tt5624714,tvEpisode,Menendez Brothers: The Bad Sons,Menendez Brothers: The Bad Sons,0,2015,43,Reality-TV,7.9,7,Reality-TV
950871,tt6134062,video,Best of the WWF Volume 13,Best of the WWF Volume 13,0,1987,90,Sport,6.6,5,Sport
654898,tt1825175,short,Things I Don't Remember,Things I Don't Remember,0,2011,8,"Drama,Short",7.0,22,Drama
40519,tt0062803,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,0,1968,144,"Adventure,Family,Fantasy",6.9,40547,Adventure
539751,tt1252298,movie,The Human Experience,The Human Experience,0,2008,90,Documentary,7.1,918,Documentary
698752,tt2149921,tvEpisode,"Indiana Shawn and the Temple of the Kinda Crappy, Rusty Old Dagger","Indiana Shawn and the Temple of the Kinda Crappy, Rusty Old Dagger",0,2012,50,"Comedy,Crime,Mystery",8.8,801,Comedy
96254,tt0134075,movie,Sacrifice d'honneur,Veille d'armes,0,1935,80,"Drama,War",6.4,16,Drama
127690,tt0197515,video,Girls That Love Girls,Girls That Love Girls,1,1984,72,Adult,8.0,11,Adult
16833,tt0034551,movie,Brooklyn Orchid,Brooklyn Orchid,0,1942,50,Comedy,6.0,83,Comedy
986711,tt6855008,tvEpisode,The Witch is Coming,The Witch is Coming,0,2018,47,"Drama,Mystery,Sci-Fi",6.8,105,Drama
786982,tt3274094,tvEpisode,This England,This England,0,2012,61,History,8.4,5,History
597600,tt1499357,movie,Deadly Confrontation,Zhui ming ren,0,1979,89,Action,4.8,5,Action
699780,tt2157607,tvSeries,Linia zycia,Linia zycia,0,2011,22,Drama,3.4,7,Drama
29750,tt0050315,movie,Dincolo de brazi,Dincolo de brazi,0,1958,78,Action,4.6,8,Action
19230,tt0037463,short,Who's Who in Animal Land,Who's Who in Animal Land,0,1944,10,"Comedy,Family,Short",5.6,40,Comedy
188224,tt0328377,tvEpisode,Satan's Chimney,Satan's Chimney,0,2001,120,"Crime,Drama,Mystery",8.2,263,Crime
676212,tt1982676,short,Femmes portent des corbeilles,Femmes portent des corbeilles,0,1904,1,"Documentary,Short",4.9,62,Documentary
945460,tt6043010,short,Artist and Hooligans,Artist and Hooligans,0,2016,11,"Animation,Comedy,Short",4.6,14,Animation
145558,tt0237335,tvMovie,Inside the X Files,Inside the X Files,0,1998,46,Documentary,8.0,470,Documentary
708911,tt2224261,video,Jean-Michel Jarre: Live a Pekin,Jean-Michel Jarre: Live a Pekin,0,2004,89,Music,8.9,7,Music
819805,tt3778132,tvEpisode,Posterized,Posterized,0,2014,14,"Documentary,Short",6.9,53,Documentary
842835,tt4190550,movie,Kinki,Kinki,0,2014,73,Drama,4.8,46,Drama
77520,tt0106151,tvSeries,Thea,Thea,0,1993,30,Comedy,6.8,226,Comedy
80578,tt0109859,movie,Le fusil de bois,Le fusil de bois,0,1994,85,"Drama,War",6.8,18,Drama
184616,tt0319480,movie,Hafta Vasuli,Hafta Vasuli,0,1998,140,Action,5.2,23,Action
991564,tt6960746,movie,A Crimson Star,Makkana hoshi,0,2018,101,"Drama,Romance",6.4,10,Drama
1050718,tt8412108,tvEpisode,Origins,Origins,0,2017,5,"Crime,Drama,Horror",7.9,14,Crime
959912,tt6290024,video,Uno: The Movie,Uno: The Movie,0,2016,164,Comedy,9.5,10090,Comedy
186458,tt0323679,tvShort,The Last Teuta,Posljednja Teuta,0,1991,20,Short,9.1,15,Short
362426,tt0746072,tvEpisode,Stupid Cupid,Stupid Cupid,0,2005,22,Comedy,8.1,26,Comedy
352495,tt0717214,tvEpisode,The Dealer,The Dealer,0,1958,30,Western,7.7,23,Western
998549,tt7109066,movie,Birth of a Family,Birth of a Family,0,2017,79,Documentary,7.5,22,Documentary
800135,tt3479094,tvEpisode,Family Day,Family Day,0,2015,28,"Comedy,Drama,Romance",7.6,297,Comedy
329874,tt0663881,tvEpisode,The Game Plan,The Game Plan,0,2005,44,"Comedy,Drama,Romance",7.8,292,Comedy
181560,tt0312981,movie,Mr. Barrington,Mr. Barrington,0,2003,100,"Drama,Thriller",6.9,96,Drama
1021809,tt7652464,short,Give an Inch,Give an Inch,0,2017,9,"Comedy,Short",5.7,7,Comedy
581360,tt1406739,tvEpisode,Laws of Attraction,Laws of Attraction,0,2009,22,Reality-TV,4.9,8,Reality-TV
404092,tt0870126,short,Incomplete,Incomplete,0,2006,18,"Comedy,Drama,Fantasy",6.7,17,Comedy
23490,tt0042763,movie,Murder Without Crime,Murder Without Crime,0,1950,78,"Crime,Drama,Thriller",6.3,175,Crime
109790,tt0161539,movie,Max,Max,0,2000,85,Crime,4.2,162,Crime
158971,tt0267318,movie,Bhutacha Bhau,Bhutacha Bhau,0,1989,150,"Comedy,Drama",7.5,72,Comedy
709769,tt2231229,short,Fuir,Fuir,0,2012,19,"Drama,Short,Thriller",7.8,5,Drama
718330,tt2301576,tvEpisode,What Lies Beneath,What Lies Beneath,0,2012,44,"Drama,Mystery,Romance",8.1,605,Drama
596191,tt1491112,tvEpisode,From France with Love,From France with Love,0,2009,43,Drama,8.4,70,Drama
326286,tt0654647,tvEpisode,Big,Big,0,2003,30,"Comedy,Fantasy,Romance",6.9,20,Comedy
28960,tt0049374,movie,It's a Wonderful World,It's a Wonderful World,0,1956,89,"Comedy,Musical",5.8,87,Comedy
177760,tt0304963,movie,Yilmaz Ali,Yilmaz Ali,0,1940,89,"Adventure,Mystery",5.8,26,Adventure
904824,tt5311472,tvEpisode,Les vacances du camping,Les vacances du camping,0,2016,90,Comedy,7.3,6,Comedy
900500,tt5242554,movie,Karun,Karun,0,2015,57,Documentary,7.7,9,Documentary
876677,tt4809450,tvEpisode,One Life,One Life,0,2016,44,"Action,Adventure,Crime",7.7,321,Action
793245,tt3375460,tvEpisode,Finding Chemo,Finding Chemo,0,2014,43,"Drama,Family,Romance",9.1,88,Drama
403351,tt0867943,tvEpisode,Episode #1.496,Episode #1.496,0,1968,23,"Drama,Fantasy,Horror",7.5,23,Drama
668302,tt1920024,tvSeries,Kingdom of the Oceans,Kingdom of the Oceans,0,2011,52,Documentary,8.3,91,Documentary
506464,tt11618524,tvEpisode,The Eye of the Storm,The Eye of the Storm,0,2020,41,"Documentary,Reality-TV",7.6,44,Documentary
725338,tt2357319,movie,Shade and Shadow,Shade and Shadow,0,2004,118,"Comedy,Horror,Mystery",7.7,6,Comedy
879259,tt4863430,tvEpisode,The Peanut Butter Kid,The Peanut Butter Kid,0,2016,23,"Animation,Comedy",7.1,815,Animation
443289,tt1016768,tvEpisode,The Awakening,The Awakening,0,2007,44,"Documentary,Drama,History",8.1,42,Documentary
1096445,tt9871956,movie,Bufo Alvarius - The Underground Secret,Bufo Alvarius - The Underground Secret,0,2018,78,Documentary,8.6,9,Documentary
836595,tt4083124,tvSpecial,The Concert for Valor,The Concert for Valor,0,2014,172,Music,6.0,35,Music
